x,y,z,dose_rate_uSv_h
0.5000,0.292500,-0.077500,0.055948
0.5000,0.297500,-0.077500,0.025611
0.5000,0.197500,-0.072500,0.012898
0.5000,0.202500,-0.072500,0.018539
0.5000,0.207500,-0.072500,0.019274
0.5000,0.227500,-0.072500,0.019949
0.5000,0.232500,-0.072500,0.026107
0.5000,0.237500,-0.072500,0.024713
0.5000,0.242500,-0.072500,0.013434
0.5000,0.277500,-0.072500,0.031441
0.5000,0.282500,-0.072500,0.060333
0.5000,0.287500,-0.072500,0.066490
0.5000,0.292500,-0.072500,0.052999
0.5000,0.297500,-0.072500,0.024261
0.5000,0.317500,-0.072500,0.014223
0.5000,0.322500,-0.072500,0.014050
0.5000,0.222500,-0.067500,0.019050
0.5000,0.227500,-0.067500,0.043411
0.5000,0.232500,-0.067500,0.056812
0.5000,0.237500,-0.067500,0.053778
0.5000,0.242500,-0.067500,0.029234
0.5000,0.262500,-0.067500,0.012227
0.5000,0.267500,-0.067500,0.014343
0.5000,0.272500,-0.067500,0.018021
0.5000,0.277500,-0.067500,0.023035
0.5000,0.282500,-0.067500,0.034719
0.5000,0.287500,-0.067500,0.036172
0.5000,0.292500,-0.067500,0.028833
0.5000,0.297500,-0.067500,0.013199
0.5000,0.312500,-0.067500,0.017993
0.5000,0.317500,-0.067500,0.030950
0.5000,0.322500,-0.067500,0.030574
0.5000,0.327500,-0.067500,0.021846
0.5000,-0.312500,-0.062500,0.011961
0.5000,0.222500,-0.062500,0.023807
0.5000,0.227500,-0.062500,0.054251
0.5000,0.232500,-0.062500,0.070998
0.5000,0.237500,-0.062500,0.067206
0.5000,0.242500,-0.062500,0.036534
0.5000,0.247500,-0.062500,0.013035
0.5000,0.257500,-0.062500,0.019234
0.5000,0.262500,-0.062500,0.039290
0.5000,0.267500,-0.062500,0.046092
0.5000,0.272500,-0.062500,0.041199
0.5000,0.277500,-0.062500,0.025165
0.5000,0.282500,-0.062500,0.017815
0.5000,0.287500,-0.062500,0.012915
0.5000,0.312500,-0.062500,0.022485
0.5000,0.317500,-0.062500,0.038678
0.5000,0.322500,-0.062500,0.038209
0.5000,0.327500,-0.062500,0.027301
0.5000,0.192500,-0.057500,0.012255
0.5000,0.222500,-0.057500,0.021519
0.5000,0.227500,-0.057500,0.049038
0.5000,0.232500,-0.057500,0.064177
0.5000,0.237500,-0.057500,0.060749
0.5000,0.242500,-0.057500,0.033024
0.5000,0.247500,-0.057500,0.011783
0.5000,0.252500,-0.057500,0.013035
0.5000,0.257500,-0.057500,0.040568
0.5000,0.262500,-0.057500,0.082869
0.5000,0.267500,-0.057500,0.097214
0.5000,0.272500,-0.057500,0.082488
0.5000,0.277500,-0.057500,0.040196
0.5000,0.282500,-0.057500,0.012856
0.5000,0.312500,-0.057500,0.020325
0.5000,0.317500,-0.057500,0.034962
0.5000,0.322500,-0.057500,0.034537
0.5000,0.327500,-0.057500,0.024678
0.5000,0.187500,-0.052500,0.013624
0.5000,0.192500,-0.052500,0.014844
0.5000,0.222500,-0.052500,0.018438
0.5000,0.227500,-0.052500,0.029597
0.5000,0.232500,-0.052500,0.034863
0.5000,0.237500,-0.052500,0.031535
0.5000,0.242500,-0.052500,0.017143
0.5000,0.252500,-0.052500,0.015788
0.5000,0.257500,-0.052500,0.049138
0.5000,0.262500,-0.052500,0.100375
0.5000,0.267500,-0.052500,0.117751
0.5000,0.272500,-0.052500,0.099914
0.5000,0.277500,-0.052500,0.048687
0.5000,0.282500,-0.052500,0.015572
0.5000,0.307500,-0.052500,0.012447
0.5000,0.312500,-0.052500,0.014229
0.5000,0.317500,-0.052500,0.019204
0.5000,0.322500,-0.052500,0.017929
0.5000,0.327500,-0.052500,0.012810
0.5000,-0.282500,-0.047500,0.013504
0.5000,-0.277500,-0.047500,0.015234
0.5000,-0.272500,-0.047500,0.012430
0.5000,0.187500,-0.047500,0.011936
0.5000,0.192500,-0.047500,0.013005
0.5000,0.212500,-0.047500,0.016379
0.5000,0.217500,-0.047500,0.023560
0.5000,0.222500,-0.047500,0.026091
0.5000,0.227500,-0.047500,0.021369
0.5000,0.232500,-0.047500,0.016098
0.5000,0.252500,-0.047500,0.013832
0.5000,0.257500,-0.047500,0.043050
0.5000,0.262500,-0.047500,0.087939
0.5000,0.267500,-0.047500,0.103163
0.5000,0.272500,-0.047500,0.087535
0.5000,0.277500,-0.047500,0.042655
0.5000,0.282500,-0.047500,0.013642
0.5000,0.292500,-0.047500,0.017632
0.5000,0.297500,-0.047500,0.032286
0.5000,0.302500,-0.047500,0.033951
0.5000,0.307500,-0.047500,0.027195
0.5000,0.312500,-0.047500,0.014875
0.5000,-0.282500,-0.042500,0.016767
0.5000,-0.277500,-0.042500,0.018915
0.5000,-0.272500,-0.042500,0.015434
0.5000,0.207500,-0.042500,0.013803
0.5000,0.212500,-0.042500,0.032964
0.5000,0.217500,-0.042500,0.045210
0.5000,0.222500,-0.042500,0.044849
0.5000,0.227500,-0.042500,0.025551
0.5000,0.257500,-0.042500,0.021660
0.5000,0.262500,-0.042500,0.044246
0.5000,0.267500,-0.042500,0.051905
0.5000,0.272500,-0.042500,0.044042
0.5000,0.277500,-0.042500,0.021462
0.5000,0.287500,-0.042500,0.012720
0.5000,0.292500,-0.042500,0.035486
0.5000,0.297500,-0.042500,0.064978
0.5000,0.302500,-0.042500,0.068329
0.5000,0.307500,-0.042500,0.051971
0.5000,0.312500,-0.042500,0.022701
0.5000,-0.282500,-0.037500,0.015059
0.5000,-0.277500,-0.037500,0.016988
0.5000,-0.272500,-0.037500,0.013861
0.5000,0.207500,-0.037500,0.015953
0.5000,0.212500,-0.037500,0.038099
0.5000,0.217500,-0.037500,0.052253
0.5000,0.222500,-0.037500,0.051836
0.5000,0.227500,-0.037500,0.029531
0.5000,0.232500,-0.037500,0.012716
0.5000,0.242500,-0.037500,0.012057
0.5000,0.247500,-0.037500,0.015056
0.5000,0.252500,-0.037500,0.015898
0.5000,0.257500,-0.037500,0.014207
0.5000,0.262500,-0.037500,0.017013
0.5000,0.267500,-0.037500,0.017140
0.5000,0.272500,-0.037500,0.014544
0.5000,0.287500,-0.037500,0.014701
0.5000,0.292500,-0.037500,0.041014
0.5000,0.297500,-0.037500,0.075101
0.5000,0.302500,-0.037500,0.078974
0.5000,0.307500,-0.037500,0.060068
0.5000,0.312500,-0.037500,0.026238
0.5000,0.207500,-0.032500,0.013337
0.5000,0.212500,-0.032500,0.031850
0.5000,0.217500,-0.032500,0.043683
0.5000,0.222500,-0.032500,0.043334
0.5000,0.227500,-0.032500,0.024688
0.5000,0.232500,-0.032500,0.014128
0.5000,0.237500,-0.032500,0.016224
0.5000,0.242500,-0.032500,0.035278
0.5000,0.247500,-0.032500,0.044054
0.5000,0.252500,-0.032500,0.039792
0.5000,0.257500,-0.032500,0.020641
0.5000,0.287500,-0.032500,0.012290
0.5000,0.292500,-0.032500,0.034287
0.5000,0.297500,-0.032500,0.062783
0.5000,0.302500,-0.032500,0.066021
0.5000,0.307500,-0.032500,0.050216
0.5000,0.312500,-0.032500,0.021935
0.5000,-0.247500,-0.027500,0.011964
0.5000,0.212500,-0.027500,0.016081
0.5000,0.217500,-0.027500,0.020972
0.5000,0.222500,-0.027500,0.020805
0.5000,0.227500,-0.027500,0.011852
0.5000,0.232500,-0.027500,0.013836
0.5000,0.237500,-0.027500,0.031156
0.5000,0.242500,-0.027500,0.067748
0.5000,0.247500,-0.027500,0.084602
0.5000,0.252500,-0.027500,0.076415
0.5000,0.257500,-0.027500,0.039638
0.5000,0.262500,-0.027500,0.013495
0.5000,0.292500,-0.027500,0.016461
0.5000,0.297500,-0.027500,0.030142
0.5000,0.302500,-0.027500,0.031696
0.5000,0.307500,-0.027500,0.024108
0.5000,0.327500,-0.027500,0.011809
0.5000,0.332500,-0.027500,0.019382
0.5000,0.337500,-0.027500,0.018270
0.5000,0.342500,-0.027500,0.012457
0.5000,-0.307500,-0.022500,0.014833
0.5000,-0.302500,-0.022500,0.018092
0.5000,-0.297500,-0.022500,0.015962
0.5000,0.237500,-0.022500,0.034361
0.5000,0.242500,-0.022500,0.074716
0.5000,0.247500,-0.022500,0.093304
0.5000,0.252500,-0.022500,0.084276
0.5000,0.257500,-0.022500,0.043716
0.5000,0.262500,-0.022500,0.016989
0.5000,0.272500,-0.022500,0.012579
0.5000,0.277500,-0.022500,0.014302
0.5000,0.327500,-0.022500,0.013023
0.5000,0.332500,-0.022500,0.021376
0.5000,0.337500,-0.022500,0.020149
0.5000,0.342500,-0.022500,0.013738
0.5000,-0.307500,-0.017500,0.017033
0.5000,-0.302500,-0.017500,0.020777
0.5000,-0.297500,-0.017500,0.018330
0.5000,0.197500,-0.017500,0.016365
0.5000,0.202500,-0.017500,0.017281
0.5000,0.232500,-0.017500,0.016046
0.5000,0.237500,-0.017500,0.031702
0.5000,0.242500,-0.017500,0.061157
0.5000,0.247500,-0.017500,0.074429
0.5000,0.252500,-0.017500,0.067227
0.5000,0.257500,-0.017500,0.034872
0.5000,0.262500,-0.017500,0.017753
0.5000,0.267500,-0.017500,0.017738
0.5000,0.272500,-0.017500,0.035119
0.5000,0.277500,-0.017500,0.039931
0.5000,0.282500,-0.017500,0.032840
0.5000,0.287500,-0.017500,0.015510
0.5000,0.332500,-0.017500,0.017052
0.5000,0.337500,-0.017500,0.016073
0.5000,-0.307500,-0.012500,0.014148
0.5000,-0.302500,-0.012500,0.017257
0.5000,-0.297500,-0.012500,0.015225
0.5000,0.192500,-0.012500,0.011982
0.5000,0.197500,-0.012500,0.017493
0.5000,0.202500,-0.012500,0.018472
0.5000,0.222500,-0.012500,0.016717
0.5000,0.227500,-0.012500,0.022222
0.5000,0.232500,-0.012500,0.025156
0.5000,0.237500,-0.012500,0.024355
0.5000,0.242500,-0.012500,0.031580
0.5000,0.247500,-0.012500,0.034097
0.5000,0.252500,-0.012500,0.030798
0.5000,0.257500,-0.012500,0.015975
0.5000,0.262500,-0.012500,0.016214
0.5000,0.267500,-0.012500,0.032504
0.5000,0.272500,-0.012500,0.064355
0.5000,0.277500,-0.012500,0.073172
0.5000,0.282500,-0.012500,0.060178
0.5000,0.287500,-0.012500,0.028422
0.5000,-0.272500,-0.007500,0.013057
0.5000,-0.267500,-0.007500,0.014276
0.5000,0.197500,-0.007500,0.013525
0.5000,0.202500,-0.007500,0.014282
0.5000,0.217500,-0.007500,0.013029
0.5000,0.222500,-0.007500,0.030158
0.5000,0.227500,-0.007500,0.040089
0.5000,0.232500,-0.007500,0.039685
0.5000,0.237500,-0.007500,0.025059
0.5000,0.242500,-0.007500,0.015923
0.5000,0.262500,-0.007500,0.012975
0.5000,0.267500,-0.007500,0.034206
0.5000,0.272500,-0.007500,0.067724
0.5000,0.277500,-0.007500,0.077003
0.5000,0.282500,-0.007500,0.063328
0.5000,0.287500,-0.007500,0.029910
0.5000,-0.272500,-0.002500,0.014307
0.5000,-0.267500,-0.002500,0.015644
0.5000,-0.262500,-0.002500,0.012372
0.5000,0.217500,-0.002500,0.013498
0.5000,0.222500,-0.002500,0.031245
0.5000,0.227500,-0.002500,0.041534
0.5000,0.232500,-0.002500,0.039934
0.5000,0.237500,-0.002500,0.022051
0.5000,0.267500,-0.002500,0.026037
0.5000,0.272500,-0.002500,0.051550
0.5000,0.277500,-0.002500,0.058613
0.5000,0.282500,-0.002500,0.048204
0.5000,0.287500,-0.002500,0.022767
0.5000,0.307500,-0.002500,0.014408
0.5000,0.312500,-0.002500,0.014684
0.5000,-0.267500,0.002500,0.012399
0.5000,0.222500,0.002500,0.023414
0.5000,0.227500,0.002500,0.031124
0.5000,0.232500,0.002500,0.029926
0.5000,0.237500,0.002500,0.016524
0.5000,0.267500,0.002500,0.014988
0.5000,0.272500,0.002500,0.023724
0.5000,0.277500,0.002500,0.025622
0.5000,0.282500,0.002500,0.021072
0.5000,0.302500,0.002500,0.014195
0.5000,0.307500,0.002500,0.025192
0.5000,0.312500,0.002500,0.025676
0.5000,0.317500,0.002500,0.018929
0.5000,0.227500,0.007500,0.013395
0.5000,0.232500,0.007500,0.012879
0.5000,0.252500,0.007500,0.017481
0.5000,0.257500,0.007500,0.021158
0.5000,0.262500,0.007500,0.019605
0.5000,0.267500,0.007500,0.012578
0.5000,0.302500,0.007500,0.014254
0.5000,0.307500,0.007500,0.025297
0.5000,0.312500,0.007500,0.025783
0.5000,0.317500,0.007500,0.019007
0.5000,0.247500,0.012500,0.014056
0.5000,0.252500,0.012500,0.029625
0.5000,0.257500,0.012500,0.035857
0.5000,0.262500,0.012500,0.031391
0.5000,0.267500,0.012500,0.015782
0.5000,0.307500,0.012500,0.018374
0.5000,0.312500,0.012500,0.018727
0.5000,0.317500,0.012500,0.013805
0.5000,0.247500,0.017500,0.013681
0.5000,0.252500,0.017500,0.028833
0.5000,0.257500,0.017500,0.034898
0.5000,0.262500,0.017500,0.030552
0.5000,0.267500,0.017500,0.015360
0.5000,0.252500,0.022500,0.020812
0.5000,0.257500,0.022500,0.024567
0.5000,0.262500,0.022500,0.021507
0.5000,0.287500,0.027500,0.014365
0.5000,0.292500,0.027500,0.015585
0.5000,0.297500,0.027500,0.012230
0.5000,0.287500,0.032500,0.013341
0.5000,0.292500,0.032500,0.014474
