x,y,z,geometric_likelihood
0.164495,0.198045,0.428625,0.271831
0.012504,-0.257563,0.428375,0.000000
0.258498,-0.010093,0.427875,0.000000
0.032758,0.257444,0.427375,0.261116
0.149983,-0.212295,0.427125,0.000000
0.225303,0.131262,0.426625,0.231742
0.242384,-0.099400,0.425875,0.000000
0.120582,0.233487,0.425375,0.265689
0.068910,-0.254008,0.425125,0.000000
0.259853,0.046582,0.424625,0.000000
0.195961,-0.178688,0.423875,0.000000
0.195722,0.180129,0.423375,0.262422
0.263208,-0.045933,0.422625,0.000000
0.068971,0.258947,0.422125,0.251986
0.124241,-0.237877,0.421875,0.000000
0.248553,0.103270,0.421375,0.215079
0.234198,-0.135003,0.420625,0.000000
0.155406,0.222135,0.420125,0.273415
0.035509,-0.269154,0.419875,0.000000
0.271999,0.011876,0.419375,0.000000
0.011983,0.272764,0.418875,0.257535
0.175659,-0.209516,0.418625,0.000000
0.224697,0.157108,0.418125,0.245438
0.262482,-0.083073,0.417375,0.000000
0.105993,0.254913,0.416875,0.253809
0.094163,-0.259917,0.416625,0.000000
0.267881,0.071273,0.416125,0.197502
0.220440,-0.169911,0.415375,0.000000
0.189037,0.205290,0.414875,0.273914
0.279043,-0.025214,0.414125,0.000000
0.049643,0.276496,0.413625,0.246443
0.150362,-0.237723,0.413375,0.000000
0.250610,0.129339,0.412875,0.227286
0.256115,-0.120656,0.412125,0.000000
0.142951,0.245214,0.411625,0.266605
0.060309,-0.277729,0.411375,0.000000
0.282655,0.035888,0.410875,0.000000
0.201218,-0.203246,0.410125,0.000000
0.220610,0.183136,0.409625,0.260374
0.280606,-0.063887,0.408875,0.000000
0.088391,0.274621,0.408375,0.243680
0.120474,-0.262526,0.408125,0.000000
0.272718,0.097298,0.407625,0.210831
0.244032,-0.157800,0.406875,0.000000
0.178960,0.229853,0.406375,0.278741
0.023332,-0.290720,0.406125,0.000000
0.292342,-0.002179,0.405625,0.000000
0.027794,0.291721,0.405125,0.246222
0.176768,-0.234157,0.404875,0.000000
0.249298,0.155985,0.404375,0.239382
0.276436,-0.103296,0.403625,0.000000
0.127362,0.266963,0.403125,0.254850
0.086518,-0.283207,0.402875,0.000000
0.290351,0.061568,0.402375,0.193982
0.226292,-0.193622,0.401625,0.000000
0.213145,0.208969,0.401125,0.275595
0.296519,-0.042149,0.400375,0.000000
0.068062,0.292348,0.399875,0.239316
0.147455,-0.261834,0.399625,0.000000
0.274327,0.124273,0.399125,0.222014
0.266409,-0.142561,0.398375,0.000000
0.165666,0.253476,0.397875,0.273965
0.049117,-0.299135,0.397625,0.000000
0.302937,0.022826,0.397125,0.000000
0.003754,0.304425,0.396625,0.248181
0.203085,-0.227252,0.396375,0.000000
0.244657,0.182828,0.395875,0.255245
0.294884,-0.083183,0.395125,0.000000
0.108874,0.287085,0.394625,0.244586
0.113762,-0.285529,0.394375,0.000000
0.294995,0.088548,0.393875,0.208079
0.250534,-0.180792,0.393125,0.000000
0.202418,0.234249,0.392625,0.285076
0.008985,-0.309776,0.392375,0.000000
0.310006,-0.018168,0.391875,0.000000
0.045293,0.307854,0.391375,0.240084
0.174731,-0.257857,0.391125,0.000000
0.272693,0.151824,0.390625,0.233176
0.287264,-0.124406,0.389875,0.000000
0.149340,0.275834,0.389375,0.262572
0.076280,-0.304570,0.389125,0.000000
0.310684,0.049458,0.388625,0.193706
0.228953,-0.217103,0.387875,0.000000
0.236748,0.209502,0.387375,0.274502
0.311207,-0.060589,0.386625,0.000000
0.087733,0.305304,0.386125,0.239998
0.141674,-0.284656,0.385875,0.000000
0.296516,0.116466,0.385375,0.220518
0.273615,-0.164920,0.384625,0.000000
0.188563,0.258635,0.384125,0.283516
0.035698,-0.318380,0.383875,0.000000
0.320880,0.007741,0.383375,0.185801
0.020380,0.320923,0.382875,0.241765
0.201940,-0.250636,0.382625,0.000000
0.267824,0.179585,0.382125,0.249304
0.306313,-0.103563,0.381375,0.185811
0.130183,0.296625,0.380875,0.251781
0.104469,-0.306938,0.380625,0.000000
0.315465,0.077375,0.380125,0.209680
0.254029,-0.203823,0.379375,0.000000
0.225654,0.235657,0.378875,0.289647
0.325178,-0.035791,0.378125,0.188048
0.064196,0.321369,0.377625,0.239830
0.169895,-0.280578,0.377375,0.000000
0.294872,0.144968,0.376875,0.231896
0.295227,-0.146188,0.376125,0.000000
0.171735,0.281803,0.375625,0.273009
0.063778,-0.324077,0.375375,0.000000
0.328976,0.035262,0.374875,0.198541
0.228730,-0.240235,0.374125,0.000000
0.259752,0.207203,0.373625,0.271674
0.323296,-0.080272,0.372875,0.190303
0.108411,0.315569,0.372375,0.246453
0.133337,-0.306177,0.372125,0.000000
0.317189,0.106235,0.371625,0.225218
0.277988,-0.187549,0.370875,0.000000
0.211482,0.260956,0.370375,0.292660
0.020349,-0.335549,0.370125,0.000000
0.336593,-0.009079,0.369625,0.196160
0.038534,0.335055,0.369125,0.238965
0.198073,-0.273310,0.368875,0.000000
0.290048,0.173701,0.368375,0.247445
0.315084,-0.124796,0.367625,0.188235
0.152107,0.303451,0.367125,0.261695
0.092893,-0.326762,0.366875,0.000000
0.334162,0.064071,0.366375,0.215647
0.254766,-0.226743,0.365625,0.000000
0.248538,0.234335,0.365125,0.292542
0.337978,-0.054790,0.364375,0.198065
0.084258,0.332409,0.363875,0.245036
0.162535,-0.302257,0.363625,0.000000
0.315795,0.135696,0.363125,0.238669
0.300521,-0.168439,0.362375,0.185278
0.194363,0.285078,0.361875,0.283943
0.049287,-0.341757,0.361625,0.000000
0.345280,0.019249,0.361125,0.208281
0.011027,0.346162,0.360625,0.232868
0.225867,-0.262895,0.360375,0.000000
0.282057,0.202321,0.359875,0.270884
0.332919,-0.100966,0.359125,0.195004
0.129877,0.323296,0.358625,0.255863
0.122707,-0.326359,0.358375,0.000000
0.336332,0.093842,0.357875,0.234512
0.279724,-0.210277,0.357125,0.000000
0.234267,0.260648,0.356625,0.301276
0.003326,-0.350693,0.356375,0.000000
0.350147,-0.027386,0.355875,0.209049
0.057976,0.346911,0.355375,0.241458
0.191723,-0.295175,0.355125,0.000000
0.311252,0.165419,0.354625,0.253819
0.321339,-0.146675,0.353875,0.195116
0.174453,0.307721,0.353375,0.272248
0.079282,-0.344988,0.353125,0.000000
0.351092,0.048887,0.352625,0.224520
0.252945,-0.249405,0.351875,0.000000
0.270941,0.230492,0.351375,0.296146
0.348493,-0.074934,0.350625,0.205882
0.105259,0.341076,0.350125,0.254286
0.152884,-0.322822,0.349875,0.000000
0.335410,0.124245,0.349375,0.251924
0.303297,-0.190976,0.348625,0.193270
0.217054,0.285826,0.348125,0.295564
0.033046,-0.357618,0.347875,0.000000
0.359622,0.001657,0.347375,0.221487
0.029830,0.358870,0.346875,0.230427
0.220565,-0.284960,0.346625,0.000000
0.303556,0.195067,0.346125,0.276390
0.340176,-0.122459,0.345375,0.201437
0.151930,0.328601,0.344875,0.266031
0.110010,-0.345154,0.344625,0.000000
0.353914,0.079518,0.344125,0.244647
0.278985,-0.232940,0.343375,0.000000
0.256771,0.257886,0.342875,0.310969
0.361588,-0.046956,0.342125,0.220787
0.078489,0.356555,0.341625,0.249769
0.183091,-0.316134,0.341375,0.000000
0.331353,0.154950,0.340875,0.268643
0.325195,-0.169006,0.340125,0.208296
0.197038,0.309565,0.339625,0.283710
0.063859,-0.361589,0.339375,0.000000
0.366247,0.032042,0.338875,0.235344
0.000100,0.368106,0.338375,0.212510
0.248734,-0.271667,0.338125,0.000000
0.292737,0.224309,0.337625,0.303794
0.356786,-0.096016,0.336875,0.211664
0.126996,0.347453,0.336375,0.265491
0.141145,-0.342196,0.336125,0.000000
0.353658,0.110823,0.335625,0.266272
0.303683,-0.213624,0.334875,0.199518
0.239646,0.284188,0.334375,0.309558
0.015268,-0.371655,0.334125,0.000000
0.372015,-0.017304,0.333625,0.235618
0.049821,0.369521,0.333125,0.235546
0.212999,-0.306310,0.332875,0.000000
0.324145,0.185625,0.332375,0.290265
0.345149,-0.144557,0.331625,0.213404
0.174385,0.331581,0.331125,0.276457
0.095450,-0.362507,0.330875,0.000000
0.369898,0.063467,0.330375,0.253195
0.275911,-0.255383,0.329625,0.000000
0.278851,0.252822,0.329125,0.324042
0.370947,-0.067587,0.328375,0.228464
0.099874,0.364037,0.327875,0.262504
0.172359,-0.336087,0.327625,0.000000
0.350270,0.142479,0.327125,0.287315
0.326748,-0.191612,0.326375,0.223654
0.219694,0.309096,0.325875,0.298105
0.046822,-0.376532,0.325625,0.000000
0.379612,0.013740,0.325125,0.247828
0.019522,0.379786,0.324625,0.211613
0.242283,-0.293394,0.324375,0.186977
0.313803,0.215946,0.323875,0.318073
0.362910,-0.117841,0.323125,0.218709
0.149283,0.351607,0.322625,0.276829
0.127501,-0.360302,0.322375,0.000000
0.370477,0.095619,0.321875,0.276352
0.301792,-0.236221,0.321125,0.197672
0.261987,0.280290,0.320625,0.327902
0.382464,-0.037434,0.319875,0.247004
0.070805,0.378135,0.319375,0.248016
0.203327,-0.326829,0.319125,0.000000
0.343723,0.174162,0.318625,0.310496
0.347908,-0.167080,0.317875,0.230809
0.197066,0.332322,0.317375,0.288630
0.079212,-0.378361,0.317125,0.000000
0.384244,0.045879,0.316625,0.260787
0.270627,-0.277460,0.315875,0.198601
0.300373,0.245591,0.315375,0.342589
0.378252,-0.089088,0.314625,0.232260
0.121943,0.369399,0.314125,0.276907
0.159691,-0.354938,0.313875,0.000000
0.367921,0.128181,0.313375,0.302721
0.326085,-0.214322,0.312625,0.233272
0.242258,0.306413,0.312125,0.317866
0.028360,-0.389782,0.311875,0.000000
0.391167,-0.005831,0.311375,0.260661
0.040048,0.389555,0.310875,0.220438
0.233729,-0.314457,0.310625,0.190665
0.334024,0.205550,0.310125,0.339036
0.366910,-0.140228,0.309375,0.230482
0.171941,0.353599,0.308875,0.287937
0.112125,-0.377066,0.308625,0.000000
0.385808,0.078809,0.308125,0.280650
0.297726,-0.258611,0.307375,0.206483
0.283930,0.274247,0.306875,0.352224
0.390972,-0.058551,0.306125,0.252499
0.092598,0.384732,0.305625,0.264996
0.191697,-0.346408,0.305375,0.000000
0.362192,0.160835,0.304875,0.331136
0.348516,-0.189854,0.304125,0.248023
0.219808,0.330902,0.303625,0.305282
0.061472,-0.392664,0.303375,0.000000
0.396915,0.026933,0.302875,0.269589
0.007878,0.398130,0.302375,0.188523
0.263249,-0.299032,0.302125,0.207890
0.321207,0.236322,0.301625,0.367294
0.383524,-0.111280,0.300875,0.235884
0.144520,0.372678,0.300375,0.290419
0.145244,-0.372598,0.300125,0.000000
0.384229,0.112218,0.299625,0.309528
0.323288,-0.236978,0.298875,0.231219
0.264580,0.301612,0.298375,0.344889
0.008647,-0.401306,0.298125,0.000000
0.400896,-0.026495,0.297625,0.270478
0.061498,0.397410,0.297125,0.236795
0.223202,-0.334733,0.296875,0.188197
0.353288,0.193260,0.296375,0.363239
0.368829,-0.163006,0.295625,0.246479
0.194803,0.353487,0.295125,0.300434
0.095178,-0.392415,0.294875,0.000000
0.399594,0.060561,0.294375,0.282317
0.291583,-0.280649,0.293625,0.221627
0.305339,0.266169,0.293125,0.383224
0.397543,-0.080478,0.292375,0.252397
0.115027,0.389330,0.291875,0.282622
0.178250,-0.364941,0.291625,0.000000
0.379462,0.145791,0.291125,0.344940
0.347036,-0.212716,0.290375,0.257381
0.242454,0.327397,0.289875,0.329219
0.042394,-0.405364,0.289625,0.000000
0.407873,0.006798,0.289125,0.280029
0.028911,0.407259,0.288625,0.200230
0.253891,-0.319968,0.288375,0.210534
0.341233,0.225139,0.287875,0.396289
0.386789,-0.133992,0.287125,0.243322
0.167437,0.373913,0.286625,0.302244
0.129166,-0.388980,0.286375,0.000000
0.399122,0.094746,0.285875,0.307720
0.318436,-0.259426,0.285125,0.231326
0.286514,0.294785,0.284625,0.380203
0.408783,-0.048080,0.283875,0.273828
0.083704,0.403351,0.283375,0.256623
0.210827,-0.354107,0.283125,0.000000
0.371492,0.179211,0.282625,0.384555
0.368710,-0.186009,0.281875,0.261514
0.217711,0.351326,0.281375,0.317418
0.076816,-0.406286,0.281125,0.000000
0.411784,0.041036,0.280625,0.286337
0.283458,-0.302194,0.279875,0.230508
0.326084,0.256162,0.279375,0.419690
0.402181,-0.103047,0.278625,0.251004
0.137925,0.391948,0.278125,0.297897
0.163121,-0.382331,0.277875,0.000000
0.395445,0.129175,0.277375,0.347361
0.343529,-0.235513,0.276625,0.254485
0.264855,0.321880,0.276125,0.362603
0.022140,-0.416417,0.275875,0.000000
0.417088,-0.014362,0.275375,0.289154
0.050811,0.414562,0.274875,0.218249
0.242662,-0.340142,0.274625,0.207596
0.360337,0.212162,0.274125,0.425199
0.388070,-0.157060,0.273375,0.254743
0.190534,0.373143,0.272875,0.314056
0.111604,-0.404005,0.272625,0.000000
0.412535,0.075915,0.272125,0.302911
0.311609,-0.281524,0.271375,0.246252
0.307925,0.286023,0.270875,0.423362
0.414817,-0.070423,0.270125,0.270770
0.106500,0.407382,0.269625,0.275933
0.196728,-0.372472,0.269375,0.000000
0.388539,0.163534,0.268875,0.396619
0.366598,-0.209081,0.268125,0.269433
0.240511,0.347176,0.267625,0.342474
0.057190,-0.418617,0.267375,0.000000
0.422329,0.020389,0.266875,0.295110
0.016624,0.422810,0.266375,0.000000
0.273447,-0.323116,0.266125,0.233582
0.346042,0.244333,0.265625,0.458065
0.404896,-0.126097,0.264875,0.254759
0.161131,0.392610,0.264375,0.310123
0.146445,-0.398487,0.264125,0.000000
0.410064,0.111127,0.263625,0.339764
0.338059,-0.258095,0.262875,0.258203
0.286870,0.314428,0.262375,0.406450
0.000865,-0.425781,0.262125,0.000000
0.424533,-0.036389,0.261625,0.292815
0.073417,0.420028,0.261125,0.238644
0.229672,-0.359437,0.260875,0.201869
0.378411,0.197509,0.260375,0.448562
0.387397,-0.180328,0.259625,0.266215
0.213657,0.370412,0.259125,0.329633
0.092698,-0.417601,0.258875,0.000000
0.424406,0.055874,0.258375,0.302818
0.302886,-0.303133,0.257625,0.255651
0.328682,0.275417,0.257125,0.471584
0.418993,-0.093366,0.256375,0.265585
0.129729,0.409510,0.255875,0.292298
0.181025,-0.389725,0.255625,0.000000
0.404339,0.146361,0.255125,0.395975
0.362541,-0.232072,0.254375,0.270667
0.263059,0.341098,0.253875,0.378735
0.036450,-0.429355,0.253625,0.000000
0.431192,-0.001228,0.253125,0.306011
0.038947,0.429725,0.252625,0.200130
0.261646,-0.343290,0.252375,0.231552
0.365097,0.230788,0.251875,0.493660
0.405702,-0.149472,0.251125,0.279244
0.184492,0.391343,0.250625,0.321456
0.128353,-0.413325,0.250375,0.000000
0.423247,0.091787,0.249875,0.329720
0.330691,-0.280321,0.249125,0.272624
0.308363,0.305120,0.248625,0.459725
0.430188,-0.059129,0.247875,0.289792
0.096575,0.423649,0.247375,0.258376
0.215030,-0.377745,0.247125,0.196861
0.395356,0.181300,0.246625,0.461560
0.384805,-0.203643,0.245875,0.286698
0.236658,0.365765,0.245375,0.353754
0.072590,-0.429703,0.245125,0.000000
0.434684,0.034767,0.244625,0.311752
0.003371,0.436339,0.244125,0.000000
0.292351,-0.324124,0.243875,0.259713
0.348664,0.263063,0.243375,0.520208
0.421309,-0.116754,0.242625,0.289866
0.153237,0.409748,0.242125,0.305772
0.163840,-0.405774,0.241875,0.000000
0.418808,0.127819,0.241375,0.384930
0.356592,-0.254837,0.240625,0.288065
0.285215,0.333156,0.240125,0.427850
0.014740,-0.438455,0.239875,0.000000
0.438337,-0.023664,0.239375,0.313372
0.061934,0.434860,0.238875,0.219866
0.248152,-0.362600,0.238625,0.227065
0.383143,0.215635,0.238125,0.522418
0.404619,-0.173021,0.237375,0.304583
0.207860,0.388181,0.236875,0.336452
0.108976,-0.426770,0.236625,0.000000
0.434928,0.071292,0.236125,0.327199
0.321497,-0.302057,0.235375,0.282367
0.329206,0.294036,0.234875,0.518707
0.434040,-0.082430,0.234125,0.289917
0.120133,0.425426,0.233625,0.276131
0.198849,-0.394962,0.233375,0.194748
0.411079,0.163655,0.232875,0.461658
0.380332,-0.226861,0.232125,0.306291
0.259396,0.359254,0.231625,0.390810
0.051417,-0.440252,0.231375,0.000000
0.443322,0.012738,0.230875,0.326960
0.026083,0.442998,0.230375,0.191119
0.280089,-0.344372,0.230125,0.259317
0.367755,0.249055,0.229625,0.564955
0.421774,-0.140438,0.228875,0.317953
0.176877,0.408117,0.228375,0.319107
0.145298,-0.420532,0.228125,0.000000
0.431873,0.108038,0.227625,0.372080
0.348807,-0.277239,0.226875,0.301234
0.306847,0.323418,0.226375,0.488776
0.443740,-0.046773,0.225625,0.313340
0.085437,0.438200,0.225125,0.239993
0.233067,-0.380934,0.224875,0.223005
0.400077,0.198983,0.224375,0.541316
0.401673,-0.196598,0.223625,0.327272
0.231090,0.383161,0.223125,0.360792
0.088448,-0.438753,0.222875,0.000000
0.445052,0.049778,0.222375,0.337926
0.310549,-0.323175,0.221625,0.287718
0.349280,0.281261,0.221125,0.578349
0.436082,-0.106146,0.220375,0.321043
0.143943,0.425365,0.219875,0.292798
0.181240,-0.410995,0.219625,0.195090
0.425497,0.144693,0.219125,0.451297
0.374021,-0.249841,0.218375,0.321552
0.281735,0.350936,0.217875,0.443258
0.029319,-0.449199,0.217625,0.000000
0.450284,-0.010070,0.217125,0.340290
0.049424,0.447918,0.216625,0.210517
0.266191,-0.363764,0.216375,0.256178
0.385848,0.233494,0.215875,0.603538
0.420399,-0.164273,0.215125,0.344873
0.200503,0.404641,0.214625,0.337145
0.125520,-0.433922,0.214375,0.000000
0.443467,0.087149,0.213875,0.368718
0.339249,-0.299145,0.213125,0.310731
0.327829,0.311960,0.212625,0.557537
0.447383,-0.070412,0.211875,0.312536
0.109311,0.439740,0.211375,0.260025
0.216493,-0.398192,0.211125,0.220915
0.415808,0.180945,0.210625,0.548178
0.396896,-0.220060,0.209875,0.345203
0.254045,0.376328,0.209375,0.399615
0.066898,-0.449212,0.209125,0.000000
0.453570,0.027383,0.208625,0.358367
0.012382,0.454456,0.208125,0.195554
0.297926,-0.343552,0.207875,0.288980
0.368468,0.266884,0.207375,0.635214
0.436316,-0.130131,0.206625,0.352184
0.167862,0.423479,0.206125,0.311400
0.162320,-0.425755,0.205875,0.195260
0.438533,0.124538,0.205375,0.438518
0.365925,-0.272447,0.204625,0.332993
0.303544,0.340872,0.204125,0.510370
0.006433,-0.456501,0.203875,0.000000
0.455538,-0.033518,0.203375,0.344349
0.073251,0.451083,0.202875,0.231774
0.250750,-0.382188,0.202625,0.252230
0.402841,0.216482,0.202125,0.634352
0.417206,-0.188115,0.201375,0.367598
0.223977,0.399354,0.200875,0.365537
0.104631,-0.445872,0.200625,0.000000
0.453529,0.065281,0.200125,0.381310
0.327985,-0.320430,0.199375,0.316898
0.348042,0.298857,0.198875,0.629291
0.449253,-0.094437,0.198125,0.347437
0.133414,0.439483,0.197625,0.281262
0.198537,-0.414278,0.197375,0.220174
0.430249,0.161634,0.196875,0.543566
0.390326,-0.243271,0.196125,0.358816
0.276592,0.367733,0.195625,0.455833
0.044460,-0.458096,0.195375,0.000000
0.460441,0.004242,0.194875,0.377365
0.036045,0.459259,0.194375,0.215713
0.283712,-0.363075,0.194125,0.286663
0.386665,0.250998,0.193625,0.688530
0.434750,-0.154246,0.192875,0.380628
0.191750,0.419790,0.192375,0.336397
0.142206,-0.439165,0.192125,0.192371
0.450118,0.103313,0.191625,0.434832
0.356098,-0.294552,0.190875,0.341825
0.324701,0.329130,0.190375,0.588425
0.459064,-0.057466,0.189625,0.337460
0.097423,0.452483,0.189125,0.254466
0.233863,-0.399543,0.188875,0.248687
0.418643,0.198124,0.188375,0.654440
0.412221,-0.211828,0.187625,0.385303
0.247163,0.392294,0.187125,0.409211
0.082758,-0.456321,0.186875,0.000000
0.462009,0.042566,0.186375,0.405262
0.315088,-0.340973,0.185625,0.319273
0.367372,0.284194,0.185125,0.701489
0.449349,-0.118708,0.184375,0.380731
0.157605,0.437436,0.183875,0.306651
0.179309,-0.429104,0.183625,0.218561
0.443325,0.141167,0.183125,0.533623
0.382008,-0.266100,0.182375,0.369318
0.298604,0.357432,0.181875,0.529055
0.021265,-0.465360,0.181625,0.000000
0.465632,-0.019509,0.181125,0.384081
0.060168,0.462336,0.180625,0.238601
0.267993,-0.381634,0.180375,0.281702
0.403769,0.233699,0.179875,0.737247
0.431399,-0.178350,0.179125,0.404478
0.215471,0.414325,0.178625,0.372536
0.121016,-0.451151,0.178375,0.185282
0.460192,0.081143,0.177875,0.447079
0.344604,-0.316030,0.177125,0.348282
0.345087,0.315783,0.176625,0.673205
0.460848,-0.081776,0.175875,0.370486
0.121802,0.452115,0.175375,0.279818
0.215630,-0.415734,0.175125,0.245481
0.433167,0.178529,0.174625,0.661171
0.405478,-0.235277,0.173875,0.399402
0.269932,0.383507,0.173375,0.470947
0.060028,-0.465214,0.173125,0.000000
0.468865,0.019134,0.172625,0.426833
0.021939,0.468926,0.172125,0.234204
0.300637,-0.360661,0.171875,0.317066
0.385714,0.268059,0.171375,0.774176
0.447675,-0.143089,0.170625,0.410702
0.181749,0.433618,0.170125,0.340006
0.158919,-0.442591,0.169875,0.213895
0.454965,0.119663,0.169375,0.528946
0.371996,-0.288418,0.168625,0.378118
0.319957,0.345487,0.168125,0.616131
0.469119,-0.043735,0.167375,0.375095
0.084613,0.463674,0.166875,0.263226
0.250864,-0.399129,0.166625,0.275388
0.419689,0.215089,0.166125,0.776649
0.426288,-0.202310,0.165375,0.424349
0.238892,0.407120,0.164875,0.423703
0.098872,-0.461652,0.164625,0.000000
0.468701,0.058155,0.164125,0.470205
0.331510,-0.336764,0.163375,0.351122
0.364590,0.300909,0.162875,0.762956
0.460883,-0.106312,0.162125,0.405001
0.146251,0.449987,0.161625,0.310649
0.196156,-0.430675,0.161375,0.241421
0.446335,0.157810,0.160875,0.656966
0.397019,-0.258333,0.160125,0.411627
0.292158,0.373047,0.159625,0.550591
